Crop_Name,Soil_Type,Rainfall_Requirement,Temperature_Range,Previous_Crop,Next_Crop,Month_Planted,Month_Harvested,Growth_Duration,Region
Wheat,Alluvial,500-1500 mm,25 - 33°C,Cotton,Cotton,October-December,March-April,144 days,Punjab
Millets,Red,400-1000 mm,20 - 36°C,Sugarcane,Pulses,June-July,September-October,157 days,Tamil Nadu
Tea,Laterite,1500-3000 mm,30 - 38°C,Millets,Pulses,June-July,September-October,91 days,Tamil Nadu
Vegetables,Alluvial,500-1500 mm,23 - 35°C,Mustard,Cotton,March-May,June-July,174 days,Punjab
Jowar,Black,600-1100 mm,18 - 40°C,Rice,Red Gram,March-May,June-July,147 days,Telangana
Oilseeds,Alluvial,500-1500 mm,23 - 31°C,Bajra,Rice,March-May,June-July,163 days,Uttar Pradesh
Millets,Red,400-1000 mm,16 - 45°C,Sugarcane,Groundnut,June-July,September-October,160 days,Tamil Nadu
Jowar,Red,400-1000 mm,27 - 43°C,Red Gram,Cotton,October-December,March-April,152 days,Telangana
Millets,Red,400-1000 mm,19 - 43°C,Pulses,Groundnut,June-July,September-October,156 days,Tamil Nadu
Jowar,Red,400-1000 mm,23 - 37°C,Barley,Barley,March-May,June-July,96 days,Uttar Pradesh
Vegetables,Alluvial,500-1500 mm,24 - 45°C,Maize,Maize,March-May,June-July,169 days,Punjab
Oilseeds,Alluvial,500-1500 mm,18 - 34°C,Pulses,Pulses,March-May,June-July,115 days,Uttar Pradesh
Pulses,Red,400-1000 mm,27 - 41°C,Pulses,Groundnut,October-December,March-April,112 days,Karnataka
Tea,Laterite,1500-3000 mm,15 - 45°C,Groundnut,Sugarcane,October-December,March-April,122 days,Tamil Nadu
Sugarcane,Alluvial,500-1500 mm,17 - 31°C,Maize,Barley,March-May,June-July,159 days,Punjab
Cashew,Laterite,1500-3000 mm,19 - 30°C,Millets,Groundnut,June-July,September-October,112 days,Tamil Nadu
Maize,Alluvial,500-1500 mm,19 - 41°C,Cotton,Cotton,October-December,March-April,138 days,Punjab
Groundnut,Black,600-1100 mm,27 - 43°C,Millets,Pulses,June-July,September-October,99 days,Andhra Pradesh
Tea,Laterite,1500-3000 mm,19 - 39°C,Sugarcane,Millets,March-May,June-July,141 days,Tamil Nadu
Sugarcane,Black,600-1100 mm,30 - 33°C,Groundnut,Pulses,March-May,June-July,135 days,Andhra Pradesh
Groundnut,Black,600-1100 mm,24 - 39°C,Bengal Gram,Jowar,October-December,March-April,138 days,Telangana
Jowar,Black,600-1100 mm,15 - 40°C,Rice,Bengal Gram,October-December,March-April,165 days,Telangana
Coffee,Laterite,1500-3000 mm,20 - 38°C,Rice,Jowar,October-December,March-April,145 days,Karnataka
Ragi,Red,400-1000 mm,18 - 43°C,Rice,Cotton,October-December,March-April,114 days,Telangana
Wheat,Alluvial,500-1500 mm,24 - 39°C,Maize,Cotton,June-July,September-October,107 days,Punjab
Sugarcane,Alluvial,500-1500 mm,24 - 41°C,Wheat,Mustard,October-December,March-April,100 days,Punjab
Spices,Laterite,1500-3000 mm,24 - 32°C,Pulses,Wheat,March-May,June-July,165 days,Karnataka
Cashew,Laterite,1500-3000 mm,25 - 33°C,Sugarcane,Rice,June-July,September-October,103 days,Tamil Nadu
Sugarcane,Alluvial,500-1500 mm,22 - 35°C,Maize,Cotton,October-December,March-April,114 days,Punjab
Pulses,Red,400-1000 mm,17 - 38°C,Sugarcane,Millets,October-December,March-April,114 days,Tamil Nadu
Maize,Alluvial,500-1500 mm,20 - 38°C,Maize,Rice,October-December,March-April,152 days,Punjab
Spices,Laterite,1500-3000 mm,26 - 33°C,Pulses,Pulses,October-December,March-April,149 days,Tamil Nadu
Pulses,Red,400-1000 mm,24 - 39°C,Lentils,Barley,June-July,September-October,126 days,Uttar Pradesh
Oilseeds,Alluvial,500-1500 mm,17 - 34°C,Barley,Barley,March-May,June-July,107 days,Uttar Pradesh
Tea,Laterite,1500-3000 mm,23 - 33°C,Millets,Sugarcane,March-May,June-July,150 days,Tamil Nadu
Wheat,Alluvial,500-1500 mm,20 - 45°C,Mustard,Cotton,June-July,September-October,173 days,Punjab
Oilseeds,Alluvial,500-1500 mm,26 - 44°C,Bajra,Bajra,October-December,March-April,109 days,Uttar Pradesh
Oilseeds,Alluvial,500-1500 mm,16 - 34°C,Pulses,Bajra,March-May,June-July,127 days,Uttar Pradesh
Wheat,Alluvial,500-1500 mm,28 - 31°C,Cotton,Wheat,June-July,September-October,108 days,Punjab
Tea,Laterite,1500-3000 mm,16 - 44°C,Pulses,Pulses,October-December,March-April,157 days,Tamil Nadu
Vegetables,Alluvial,500-1500 mm,16 - 31°C,Mustard,Barley,March-May,June-July,145 days,Punjab
Pulses,Red,400-1000 mm,22 - 37°C,Wheat,Lentils,June-July,September-October,142 days,Uttar Pradesh
Sugarcane,Alluvial,500-1500 mm,21 - 44°C,Bajra,Lentils,March-May,June-July,90 days,Uttar Pradesh
Jowar,Red,400-1000 mm,21 - 39°C,Rice,Wheat,June-July,September-October,99 days,Karnataka
Oilseeds,Alluvial,500-1500 mm,25 - 35°C,Lentils,Pulses,June-July,September-October,178 days,Uttar Pradesh
Vegetables,Alluvial,500-1500 mm,19 - 42°C,Barley,Wheat,June-July,September-October,165 days,Punjab
Wheat,Alluvial,500-1500 mm,18 - 32°C,Bajra,Lentils,October-December,March-April,93 days,Uttar Pradesh
Sugarcane,Alluvial,500-1500 mm,23 - 34°C,Wheat,Pulses,March-May,June-July,161 days,Uttar Pradesh
Coffee,Laterite,1500-3000 mm,15 - 31°C,Groundnut,Pulses,June-July,September-October,133 days,Karnataka
Groundnut,Red,400-1000 mm,27 - 38°C,Ragi,Groundnut,June-July,September-October,148 days,Karnataka
Groundnut,Red,400-1000 mm,20 - 42°C,Barley,Bajra,October-December,March-April,115 days,Uttar Pradesh
Groundnut,Red,400-1000 mm,26 - 44°C,Millets,Groundnut,June-July,September-October,175 days,Andhra Pradesh
Millets,Red,400-1000 mm,16 - 43°C,Groundnut,Pulses,June-July,September-October,156 days,Tamil Nadu
Jowar,Red,400-1000 mm,26 - 42°C,Pulses,Pulses,June-July,September-October,121 days,Karnataka
Tea,Laterite,1500-3000 mm,23 - 37°C,Ragi,Groundnut,October-December,March-April,94 days,Karnataka
Rice,Alluvial,500-1500 mm,16 - 44°C,Barley,Rice,June-July,September-October,113 days,Uttar Pradesh
Jowar,Red,400-1000 mm,25 - 40°C,Millets,Groundnut,March-May,June-July,94 days,Tamil Nadu
Rice,Alluvial,500-1500 mm,28 - 43°C,Rice,Mustard,October-December,March-April,127 days,Punjab
Pulses,Red,400-1000 mm,22 - 34°C,Rice,Groundnut,March-May,June-July,137 days,Tamil Nadu
Coffee,Laterite,1500-3000 mm,15 - 31°C,Ragi,Ragi,October-December,March-April,154 days,Karnataka
Vegetables,Alluvial,500-1500 mm,29 - 37°C,Mustard,Barley,March-May,June-July,92 days,Punjab
Groundnut,Red,400-1000 mm,30 - 36°C,Groundnut,Sugarcane,October-December,March-April,142 days,Tamil Nadu
Vegetables,Alluvial,500-1500 mm,22 - 33°C,Mustard,Mustard,October-December,March-April,94 days,Punjab
Jowar,Red,400-1000 mm,17 - 34°C,Jowar,Rice,October-December,March-April,155 days,Telangana
Wheat,Alluvial,500-1500 mm,19 - 40°C,Barley,Barley,October-December,March-April,99 days,Uttar Pradesh
Jowar,Red,400-1000 mm,21 - 37°C,Rice,Cotton,October-December,March-April,97 days,Telangana
Groundnut,Red,400-1000 mm,19 - 39°C,Millets,Groundnut,June-July,September-October,139 days,Andhra Pradesh
Jowar,Black,600-1100 mm,22 - 39°C,Red Gram,Rice,October-December,March-April,133 days,Telangana
Rice,Alluvial,500-1500 mm,23 - 45°C,Rice,Rice,October-December,March-April,117 days,Punjab
Sugarcane,Black,600-1100 mm,25 - 43°C,Rice,Millets,October-December,March-April,106 days,Andhra Pradesh
Wheat,Alluvial,500-1500 mm,21 - 34°C,Maize,Cotton,October-December,March-April,175 days,Punjab
Coffee,Laterite,1500-3000 mm,21 - 40°C,Pulses,Jowar,October-December,March-April,93 days,Karnataka
Ragi,Red,400-1000 mm,28 - 44°C,Pulses,Barley,October-December,March-April,138 days,Uttar Pradesh
Maize,Alluvial,500-1500 mm,23 - 35°C,Mustard,Cotton,October-December,March-April,96 days,Punjab
Jowar,Red,400-1000 mm,22 - 40°C,Rice,Sugarcane,June-July,September-October,136 days,Tamil Nadu
Cotton,Red,400-1000 mm,26 - 39°C,Bajra,Bajra,March-May,June-July,152 days,Uttar Pradesh
Rubber,Laterite,1500-3000 mm,27 - 40°C,Rice,Wheat,October-December,March-April,176 days,Karnataka
Coffee,Laterite,1500-3000 mm,27 - 36°C,Pulses,Rice,March-May,June-July,176 days,Tamil Nadu
Millets,Red,400-1000 mm,24 - 44°C,Rice,Groundnut,October-December,March-April,91 days,Andhra Pradesh
Cashew,Laterite,1500-3000 mm,29 - 35°C,Rice,Pulses,October-December,March-April,153 days,Karnataka
Rice,Alluvial,500-1500 mm,26 - 38°C,Mustard,Cotton,October-December,March-April,111 days,Punjab
Pulses,Red,400-1000 mm,15 - 30°C,Millets,Rice,June-July,September-October,132 days,Andhra Pradesh
Ragi,Red,400-1000 mm,17 - 31°C,Pulses,Groundnut,March-May,June-July,91 days,Tamil Nadu
Rice,Alluvial,500-1500 mm,29 - 36°C,Wheat,Rice,June-July,September-October,90 days,Punjab
Wheat,Alluvial,500-1500 mm,16 - 36°C,Rice,Mustard,October-December,March-April,130 days,Punjab
Wheat,Alluvial,500-1500 mm,26 - 41°C,Barley,Pulses,October-December,March-April,170 days,Uttar Pradesh
Pulses,Red,400-1000 mm,24 - 35°C,Pulses,Wheat,June-July,September-October,180 days,Uttar Pradesh
Sugarcane,Black,600-1100 mm,18 - 41°C,Rice,Red Gram,June-July,September-October,174 days,Telangana
Jowar,Red,400-1000 mm,20 - 44°C,Wheat,Barley,March-May,June-July,171 days,Uttar Pradesh
Cotton,Red,400-1000 mm,29 - 37°C,Cotton,Bengal Gram,March-May,June-July,164 days,Telangana
Oilseeds,Alluvial,500-1500 mm,16 - 44°C,Bajra,Wheat,March-May,June-July,124 days,Uttar Pradesh
Maize,Alluvial,500-1500 mm,20 - 36°C,Barley,Rice,October-December,March-April,166 days,Punjab
Tea,Laterite,1500-3000 mm,20 - 36°C,Rice,Rice,March-May,June-July,159 days,Tamil Nadu
Oilseeds,Alluvial,500-1500 mm,20 - 39°C,Barley,Rice,June-July,September-October,142 days,Uttar Pradesh
Jowar,Red,400-1000 mm,26 - 35°C,Rice,Cotton,October-December,March-April,179 days,Telangana
Jowar,Black,600-1100 mm,18 - 31°C,Groundnut,Groundnut,October-December,March-April,122 days,Andhra Pradesh
Ragi,Red,400-1000 mm,19 - 32°C,Sugarcane,Rice,March-May,June-July,92 days,Tamil Nadu
Millets,Red,400-1000 mm,28 - 42°C,Millets,Rice,June-July,September-October,95 days,Tamil Nadu
Millets,Red,400-1000 mm,21 - 43°C,Rice,Maize,October-December,March-April,128 days,Andhra Pradesh
Sugarcane,Alluvial,500-1500 mm,28 - 33°C,Rice,Cotton,March-May,June-July,112 days,Punjab
Tea,Laterite,1500-3000 mm,28 - 34°C,Groundnut,Millets,June-July,September-October,172 days,Tamil Nadu
Jowar,Black,600-1100 mm,19 - 39°C,Jowar,Bengal Gram,October-December,March-April,148 days,Telangana
Coffee,Laterite,1500-3000 mm,20 - 44°C,Sugarcane,Rice,June-July,September-October,164 days,Tamil Nadu
Wheat,Alluvial,500-1500 mm,17 - 36°C,Pulses,Pulses,October-December,March-April,177 days,Uttar Pradesh
Rice,Black,600-1100 mm,27 - 39°C,Groundnut,Maize,June-July,September-October,110 days,Andhra Pradesh
Pulses,Red,400-1000 mm,28 - 34°C,Millets,Rice,March-May,June-July,140 days,Andhra Pradesh
Coffee,Laterite,1500-3000 mm,16 - 44°C,Groundnut,Pulses,October-December,March-April,102 days,Tamil Nadu
Pulses,Red,400-1000 mm,30 - 44°C,Rice,Sugarcane,October-December,March-April,135 days,Tamil Nadu
Wheat,Alluvial,500-1500 mm,18 - 39°C,Mustard,Cotton,October-December,March-April,136 days,Punjab
Groundnut,Red,400-1000 mm,26 - 40°C,Bajra,Wheat,June-July,September-October,100 days,Uttar Pradesh
Millets,Red,400-1000 mm,18 - 39°C,Cotton,Red Gram,October-December,March-April,179 days,Telangana
Cotton,Red,400-1000 mm,17 - 31°C,Wheat,Rice,June-July,September-October,114 days,Uttar Pradesh
Groundnut,Black,600-1100 mm,29 - 45°C,Rice,Jowar,October-December,March-April,170 days,Karnataka
Groundnut,Red,400-1000 mm,16 - 40°C,Jowar,Red Gram,October-December,March-April,106 days,Telangana
Vegetables,Alluvial,500-1500 mm,25 - 42°C,Wheat,Wheat,March-May,June-July,131 days,Punjab
Cotton,Red,400-1000 mm,18 - 32°C,Cotton,Cotton,March-May,June-July,123 days,Telangana
Pulses,Red,400-1000 mm,26 - 43°C,Rice,Red Gram,June-July,September-October,150 days,Telangana
Oilseeds,Alluvial,500-1500 mm,21 - 45°C,Wheat,Wheat,June-July,September-October,175 days,Punjab
Spices,Laterite,1500-3000 mm,24 - 36°C,Rice,Groundnut,March-May,June-July,179 days,Karnataka
Groundnut,Black,600-1100 mm,20 - 33°C,Pulses,Pulses,October-December,March-April,114 days,Karnataka
Jowar,Black,600-1100 mm,15 - 31°C,Pulses,Rice,March-May,June-July,137 days,Andhra Pradesh
Vegetables,Alluvial,500-1500 mm,18 - 31°C,Cotton,Barley,March-May,June-July,135 days,Punjab
Ragi,Red,400-1000 mm,19 - 42°C,Pulses,Barley,March-May,June-July,111 days,Uttar Pradesh
Pulses,Red,400-1000 mm,30 - 42°C,Millets,Maize,October-December,March-April,147 days,Andhra Pradesh
Groundnut,Red,400-1000 mm,16 - 42°C,Bajra,Wheat,March-May,June-July,162 days,Uttar Pradesh
Sugarcane,Black,600-1100 mm,15 - 40°C,Pulses,Rice,March-May,June-July,107 days,Karnataka
Cotton,Red,400-1000 mm,18 - 37°C,Bengal Gram,Rice,March-May,June-July,116 days,Telangana
Groundnut,Black,600-1100 mm,26 - 35°C,Pulses,Jowar,October-December,March-April,159 days,Karnataka
Pulses,Red,400-1000 mm,26 - 38°C,Pulses,Barley,June-July,September-October,152 days,Uttar Pradesh
Cotton,Red,400-1000 mm,18 - 32°C,Rice,Pulses,October-December,March-April,164 days,Uttar Pradesh
Jowar,Black,600-1100 mm,22 - 33°C,Jowar,Ragi,June-July,September-October,120 days,Karnataka
Sugarcane,Black,600-1100 mm,28 - 35°C,Rice,Jowar,October-December,March-April,131 days,Telangana
Cotton,Black,600-1100 mm,24 - 45°C,Cotton,Cotton,March-May,June-July,108 days,Telangana
Groundnut,Red,400-1000 mm,28 - 33°C,Millets,Rice,June-July,September-October,135 days,Andhra Pradesh
Groundnut,Black,600-1100 mm,27 - 39°C,Maize,Groundnut,March-May,June-July,117 days,Andhra Pradesh
Groundnut,Red,400-1000 mm,22 - 32°C,Pulses,Rice,June-July,September-October,164 days,Karnataka
Cashew,Laterite,1500-3000 mm,20 - 42°C,Groundnut,Groundnut,June-July,September-October,136 days,Tamil Nadu
Groundnut,Red,400-1000 mm,15 - 36°C,Rice,Barley,June-July,September-October,119 days,Uttar Pradesh
Coffee,Laterite,1500-3000 mm,24 - 35°C,Pulses,Sugarcane,March-May,June-July,157 days,Tamil Nadu
Ragi,Red,400-1000 mm,17 - 44°C,Groundnut,Pulses,March-May,June-July,114 days,Andhra Pradesh
Tea,Laterite,1500-3000 mm,19 - 38°C,Millets,Millets,October-December,March-April,90 days,Tamil Nadu
Wheat,Alluvial,500-1500 mm,20 - 35°C,Barley,Rice,October-December,March-April,177 days,Uttar Pradesh
Groundnut,Black,600-1100 mm,19 - 39°C,Pulses,Pulses,October-December,March-April,108 days,Andhra Pradesh
Rice,Alluvial,500-1500 mm,24 - 45°C,Cotton,Maize,October-December,March-April,133 days,Punjab
Pulses,Red,400-1000 mm,21 - 43°C,Jowar,Pulses,March-May,June-July,170 days,Karnataka
Spices,Laterite,1500-3000 mm,24 - 34°C,Sugarcane,Sugarcane,October-December,March-April,161 days,Tamil Nadu
Ragi,Red,400-1000 mm,16 - 30°C,Maize,Groundnut,March-May,June-July,94 days,Andhra Pradesh
Ragi,Red,400-1000 mm,22 - 42°C,Groundnut,Ragi,October-December,March-April,111 days,Karnataka
Millets,Red,400-1000 mm,29 - 32°C,Millets,Groundnut,June-July,September-October,154 days,Tamil Nadu
Jowar,Black,600-1100 mm,20 - 33°C,Rice,Bengal Gram,March-May,June-July,116 days,Telangana
Rice,Black,600-1100 mm,17 - 31°C,Bengal Gram,Rice,March-May,June-July,145 days,Telangana
Oilseeds,Alluvial,500-1500 mm,22 - 45°C,Pulses,Bajra,March-May,June-July,133 days,Uttar Pradesh
Pulses,Red,400-1000 mm,18 - 31°C,Rice,Pulses,October-December,March-April,126 days,Tamil Nadu
Cotton,Red,400-1000 mm,28 - 36°C,Lentils,Pulses,October-December,March-April,136 days,Uttar Pradesh
Coffee,Laterite,1500-3000 mm,30 - 41°C,Rice,Rice,March-May,June-July,165 days,Karnataka
Maize,Alluvial,500-1500 mm,16 - 39°C,Rice,Barley,June-July,September-October,174 days,Punjab
Vegetables,Alluvial,500-1500 mm,23 - 33°C,Maize,Barley,March-May,June-July,153 days,Punjab
Groundnut,Red,400-1000 mm,15 - 36°C,Red Gram,Rice,June-July,September-October,123 days,Telangana
Groundnut,Red,400-1000 mm,27 - 44°C,Millets,Pulses,October-December,March-April,158 days,Tamil Nadu
Rice,Alluvial,500-1500 mm,28 - 32°C,Mustard,Maize,June-July,September-October,146 days,Punjab
Coffee,Laterite,1500-3000 mm,25 - 40°C,Millets,Millets,March-May,June-July,103 days,Tamil Nadu
Pulses,Red,400-1000 mm,18 - 36°C,Maize,Millets,March-May,June-July,173 days,Andhra Pradesh
Wheat,Alluvial,500-1500 mm,16 - 36°C,Bajra,Barley,October-December,March-April,111 days,Uttar Pradesh
Groundnut,Red,400-1000 mm,23 - 31°C,Pulses,Pulses,June-July,September-October,165 days,Andhra Pradesh
Jowar,Black,600-1100 mm,21 - 41°C,Rice,Ragi,June-July,September-October,169 days,Karnataka
Cotton,Red,400-1000 mm,18 - 38°C,Cotton,Jowar,March-May,June-July,155 days,Telangana
Maize,Alluvial,500-1500 mm,25 - 38°C,Barley,Mustard,June-July,September-October,163 days,Punjab
Groundnut,Red,400-1000 mm,24 - 39°C,Rice,Rice,March-May,June-July,114 days,Telangana
Groundnut,Black,600-1100 mm,19 - 45°C,Groundnut,Maize,June-July,September-October,104 days,Andhra Pradesh
Sugarcane,Black,600-1100 mm,27 - 39°C,Groundnut,Pulses,October-December,March-April,126 days,Andhra Pradesh
Ragi,Red,400-1000 mm,19 - 42°C,Bengal Gram,Rice,March-May,June-July,99 days,Telangana
Maize,Alluvial,500-1500 mm,16 - 45°C,Wheat,Maize,October-December,March-April,147 days,Punjab
Rubber,Laterite,1500-3000 mm,25 - 42°C,Groundnut,Rice,June-July,September-October,135 days,Karnataka
Jowar,Red,400-1000 mm,21 - 37°C,Red Gram,Bengal Gram,October-December,March-April,169 days,Telangana
Sugarcane,Black,600-1100 mm,17 - 36°C,Rice,Groundnut,October-December,March-April,143 days,Karnataka
Pulses,Red,400-1000 mm,25 - 41°C,Cotton,Bengal Gram,March-May,June-July,136 days,Telangana
Cotton,Red,400-1000 mm,29 - 31°C,Rice,Wheat,March-May,June-July,127 days,Karnataka
Rice,Alluvial,500-1500 mm,21 - 36°C,Mustard,Barley,June-July,September-October,107 days,Punjab
Oilseeds,Alluvial,500-1500 mm,28 - 30°C,Wheat,Rice,March-May,June-July,140 days,Uttar Pradesh
Tea,Laterite,1500-3000 mm,29 - 33°C,Sugarcane,Pulses,March-May,June-July,125 days,Tamil Nadu
Sugarcane,Alluvial,500-1500 mm,25 - 44°C,Bajra,Wheat,March-May,June-July,172 days,Uttar Pradesh
Cotton,Black,600-1100 mm,16 - 41°C,Ragi,Pulses,March-May,June-July,153 days,Karnataka
Rice,Alluvial,500-1500 mm,15 - 32°C,Lentils,Bajra,October-December,March-April,125 days,Uttar Pradesh
Pulses,Red,400-1000 mm,20 - 38°C,Groundnut,Groundnut,October-December,March-April,169 days,Tamil Nadu
Rice,Black,600-1100 mm,29 - 38°C,Red Gram,Red Gram,March-May,June-July,155 days,Telangana
Millets,Red,400-1000 mm,15 - 42°C,Sugarcane,Rice,March-May,June-July,174 days,Tamil Nadu
Groundnut,Black,600-1100 mm,16 - 43°C,Bengal Gram,Rice,March-May,June-July,120 days,Telangana
Jowar,Red,400-1000 mm,19 - 41°C,Millets,Groundnut,June-July,September-October,169 days,Tamil Nadu
Oilseeds,Alluvial,500-1500 mm,27 - 33°C,Barley,Cotton,June-July,September-October,122 days,Punjab
Spices,Laterite,1500-3000 mm,27 - 34°C,Rice,Groundnut,March-May,June-July,91 days,Karnataka
Pulses,Red,400-1000 mm,28 - 39°C,Jowar,Jowar,October-December,March-April,152 days,Karnataka
Jowar,Black,600-1100 mm,22 - 42°C,Rice,Cotton,October-December,March-April,115 days,Telangana
Sugarcane,Black,600-1100 mm,26 - 34°C,Jowar,Rice,June-July,September-October,138 days,Telangana
Pulses,Red,400-1000 mm,28 - 42°C,Pulses,Groundnut,October-December,March-April,162 days,Tamil Nadu
Ragi,Red,400-1000 mm,16 - 32°C,Groundnut,Ragi,October-December,March-April,151 days,Karnataka
Vegetables,Alluvial,500-1500 mm,23 - 39°C,Maize,Barley,March-May,June-July,148 days,Punjab
Vegetables,Alluvial,500-1500 mm,29 - 34°C,Barley,Cotton,March-May,June-July,98 days,Punjab
Maize,Alluvial,500-1500 mm,25 - 43°C,Bajra,Wheat,October-December,March-April,148 days,Uttar Pradesh
Groundnut,Red,400-1000 mm,29 - 37°C,Wheat,Lentils,October-December,March-April,125 days,Uttar Pradesh
Tea,Laterite,1500-3000 mm,18 - 39°C,Sugarcane,Sugarcane,October-December,March-April,111 days,Tamil Nadu
Cotton,Red,400-1000 mm,26 - 40°C,Groundnut,Groundnut,June-July,September-October,169 days,Karnataka
Jowar,Black,600-1100 mm,23 - 37°C,Groundnut,Millets,March-May,June-July,160 days,Andhra Pradesh
Groundnut,Red,400-1000 mm,18 - 40°C,Rice,Pulses,June-July,September-October,132 days,Karnataka
Groundnut,Red,400-1000 mm,24 - 41°C,Millets,Millets,October-December,March-April,138 days,Tamil Nadu
Pulses,Red,400-1000 mm,24 - 37°C,Wheat,Pulses,October-December,March-April,152 days,Karnataka
